,page_num,block_num,word_num,min_x,min_y,width,height,conf,text
468,4,1,5,2150,4338,292,103,99.85378980636597,credit
469,4,1,6,2458,4338,547,103,97.99544215202332,information
470,4,1,7,3030,4338,206,112,99.97037053108215,and
471,4,1,8,3243,4338,198,112,99.9901533126831,risk
472,4,1,9,3457,4355,650,103,62.99427151679993,management
473,4,1,10,4123,4338,206,112,93.12232732772827,firm
474,4,1,11,4345,4363,138,95,99.98999834060669,as
475,4,1,12,4482,4355,95,103,99.99358654022217,a
476,4,1,13,4584,4338,232,112,99.90068078041077,SQL
477,4,1,14,4840,4355,505,103,99.0171492099762,developer.
478,4,1,15,5378,4346,309,104,87.80922889709473,Wrote
479,4,1,16,5703,4346,231,104,99.94412064552307,SQL
480,4,1,1,1151,4483,411,138,99.98170733451843,"queries,"
481,4,1,2,1578,4483,411,138,65.96171259880066,"triggers,"
482,4,1,3,2014,4483,521,129,99.89590644836426,performed
483,4,1,4,2552,4492,462,103,99.99897480010986,database
484,4,1,5,3038,4492,719,129,76.81519985198975,"manipulations,"
485,4,1,6,3773,4492,206,112,89.87429738044739,and
486,4,1,7,3995,4492,231,112,99.99971389770508,date
487,4,1,8,4243,4492,368,129,99.99754428863525,loading
488,4,1,9,4627,4500,300,104,99.65351819992065,tasks.
489,4,1,10,4951,4500,403,104,99.99644756317139,Created
490,4,1,11,5361,4500,257,104,99.60856437683105,XML
491,4,1,1,1142,4628,565,129,98.7119197845459,databases.
492,4,1,1,1151,4790,308,104,53.98650765419006,Wrote
493,4,1,2,1476,4799,539,103,99.92436170578003,automated
494,4,1,3,2031,4790,359,130,99.95139837265015,Python
495,4,1,4,2398,4790,351,130,99.86196756362915,scripts
496,4,1,5,2748,4790,163,121,99.99998807907104,for
497,4,1,6,2910,4790,172,121,98.22079539299011,file
498,4,1,7,3090,4799,393,103,99.98990297317505,transfer
499,4,1,8,3491,4790,402,138,99.99920129776001,through
500,4,1,9,3901,4799,197,112,99.99628067016602,File
501,4,1,10,4106,4790,445,130,98.94018769264221,Transfer
502,4,1,11,4541,4799,779,129,53.81659269332886,Protecel-(FTP).
503,4,1,1,750,5030,530,154,99.39861297607422,Projects:
504,4,1,1,750,5294,393,129,99.97391104698181,Project
505,4,1,2,1151,5286,326,129,99.96564388275146,Lead:
506,4,1,3,1476,5286,265,129,95.44522166252136,Ride
507,4,1,4,1766,5311,633,104,99.59154725074768,Engineering
508,4,1,5,2432,5311,642,104,99.12264943122864,Competition
509,4,1,1,1134,5516,522,155,42.705219984054565,MATLAB
510,4,1,2,1655,5542,411,129,99.98558759689331,deriving
511,4,1,3,2082,5542,616,129,90.59943556785583,time-varying
512,4,1,4,2722,5551,369,103,98.4190285205841,models
513,4,1,5,3098,5542,129,121,99.9995470046997,to
514,4,1,6,3235,5551,419,103,99.93114471435547,simulate
515,4,1,7,3670,5551,206,103,99.98799562454224,and
516,4,1,8,3884,5542,214,138,99.99969005584717,plot
517,4,1,9,4097,5551,488,129,99.9332845211029,"g-Forces,"
518,4,1,10,4593,5551,453,129,99.99587535858154,adhering
519,4,1,11,5054,5551,120,120,99.9995231628418,to
520,4,1,12,5182,5551,351,137,99.99748468399048,project
521,4,1,13,5541,5551,206,112,99.63845014572144,and
522,4,1,1,1134,5687,428,138,99.66848492622375,industry
523,4,1,2,1561,5696,317,137,99.94984865188599,safety
524,4,1,3,1894,5696,599,129,50.88029503822327,requirement
525,4,1,4,2500,5687,471,129,63.738369941711426,technical
526,4,1,5,2979,5704,581,104,93.6033844947815,documents.
527,4,1,6,3585,5704,368,104,99.06090497970581,Models
528,4,1,7,3969,5721,292,95,99.88314509391785,came
529,4,1,8,4277,5704,291,104,96.73455953598022,within
530,4,1,9,4584,5704,180,112,99.9982476234436,6%
531,4,1,10,4763,5704,138,121,99.99995231628418,of
532,4,1,11,4900,5704,343,138,99.12604689598083,testing
533,4,1,12,5259,5704,231,112,99.99608993530273,data
534,4,1,13,5506,5713,241,103,99.99701976776123,after
535,4,1,1,1134,5841,573,129,81.75202012062073,fabrication.
536,4,1,1,1117,5995,513,129,81.61528706550598,Arduino:
537,4,1,2,1621,6003,462,129,98.05404543876648,ingesting
538,4,1,3,2099,6020,360,95,99.95580315589905,sensor
539,4,1,4,2466,6012,232,103,99.9862551689148,data
540,4,1,5,2714,6012,197,103,99.98400211334229,and
541,4,1,6,2936,6020,582,104,81.78988695144653,dynamically
542,4,1,7,3534,6012,522,129,56.22742176055908,controlling
543,4,1,8,4080,6012,471,103,82.40839838981628,hardware
544,4,1,9,4567,6012,650,129,75.85192322731018,components.
545,4,1,1,1108,6123,283,172,56.04381561279297,GIE
546,4,1,2,1305,6140,658,155,91.8185830116272,coordinated
547,4,1,3,1954,6148,274,129,99.98724460601807,work
548,4,1,4,2236,6165,428,95,99.97512698173523,between
549,4,1,5,2680,6165,257,104,99.98524188995361,team
550,4,1,6,2961,6165,471,104,98.86518120765686,members
551,4,1,7,3448,6157,215,112,99.96813535690308,with
552,4,1,8,3670,6157,189,129,99.99929666519165,the
553,4,1,9,3867,6165,522,104,59.08668041229248,distributed
554,4,1,10,4405,6165,368,104,99.9855637550354,version
555,4,1,11,4798,6165,342,104,99.94325041770935,control
556,4,1,12,5156,6165,394,138,99.98264908790588,system.
557,4,1,1,741,6405,385,103,94.47478652000427,Rocket
558,4,1,2,1142,6396,377,138,99.97854828834534,Design
559,4,1,3,1527,6387,120,130,99.9981164932251,&
560,4,1,4,1646,6396,300,138,99.80552196502686,"""Fly"""
561,4,1,1,1134,6644,428,129,99.95699524879456,Python:
562,4,1,2,1612,6652,309,104,93.33295226097107,rocket
563,4,1,3,1945,6652,710,95,88.90735507011414,characteristics
564,4,1,4,2688,6661,608,103,97.92298674583435,"optimization,"
565,4,1,5,3329,6652,385,129,99.47485327720642,utilizing
566,4,1,6,3730,6652,428,129,93.64789128303528,dynamic
567,4,1,7,4174,6652,497,129,99.34712648391724,equations
568,4,1,8,4678,6644,539,154,95.8928644657135,algorithms
569,4,1,1,1142,6797,651,129,89.89042043685913,Implemented
570,4,1,2,1809,6806,359,103,99.56780076026917,Tkinter
571,4,1,3,2176,6797,214,112,99.96117949485779,GUI
572,4,1,4,2389,6789,121,129,99.9746024608612,&
573,4,1,5,2500,6797,266,147,87.53302097320557,flight
574,4,1,6,2774,6806,615,103,98.08313250541687,visualization
575,4,1,7,3406,6814,607,95,99.22693967819214,w/MatPlotlib
576,4,1,1,741,7045,479,104,94.80849504470825,Hobbies:
577,4,1,1,1117,7267,189,146,99.99158382415771,3D
578,4,1,2,1305,7284,462,129,99.83527660369873,modeling
579,4,1,3,1783,7284,197,112,99.98412132263184,and
580,4,1,4,1996,7284,411,129,99.92676377296448,"printing,"
581,4,1,5,2432,7293,479,95,99.9121367931366,President
582,4,1,6,2910,7284,138,112,99.99984502792358,of
583,4,1,7,3038,7284,181,112,99.99665021896362,the
584,4,1,8,3235,7293,359,103,99.99810457229614,Theme
585,4,1,9,3611,7293,240,103,99.99634027481079,Park
586,4,1,10,3875,7293,599,129,99.97349381446838,Engineering
587,4,1,11,4482,7293,282,129,99.87344145774841,"Club,"
588,4,1,12,4772,7293,351,129,99.82494115829468,coding
589,4,1,13,5139,7293,403,137,99.95573163032532,projects
590,4,1,1,724,7523,718,129,65.81811308860779,Volunteering:
591,4,1,1,1125,7762,283,129,99.98787641525269,Food
592,4,1,2,1407,7771,351,138,99.97883439064026,"pantry,"
593,4,1,3,1766,7771,565,129,93.83769035339355,community
594,4,1,4,2338,7779,684,121,88.09475302696228,"improvement,"
595,4,1,5,3038,7779,240,104,91.06535315513611,local
596,4,1,6,3295,7779,410,130,99.64221715927124,cleanup
597,4,1,7,3722,7788,342,95,99.96387958526611,events
